store_id,product_id,price,unit_price,best_price_30,anchor_price,special_price
S23,264197,22.88,22.88,22.88,22.88,
S23,265449,26.11,26.11,26.11,26.11,
S23,265552,17.75,17.75,17.75,17.75,
S23,266897,18.05,18.05,18.05,18.05,
S23,269528,18.74,18.74,18.74,18.74,
S23,269851,25.63,25.63,25.63,25.63,
S23,270260,30.63,30.63,30.63,30.63,
S23,270261,26.56,26.56,26.56,26.56,
S23,270262,39.99,39.99,39.99,39.99,
S23,270293,9.04,36.16,9.04,9.04,
S23,272288,7.75,25.83,7.75,,
S23,80319,67.49,12.38,67.49,67.49,
S23,264277,269.95,12.38,269.95,269.95,
S23,80495,28.13,5.31,28.13,28.13,
S23,264274,112.50,5.31,112.50,112.50,
S23,121894,8.19,8.19,8.19,8.19,
S23,127257,20.99,8.40,20.99,20.99,
S23,127258,26.24,10.50,26.24,26.24,
S23,143243,6.58,6.58,6.58,6.58,
S23,162425,45.21,8.53,45.21,41.11,
S23,168029,4.74,4.74,4.74,4.74,
S23,168030,5.83,5.83,5.83,5.83,
S23,181078,3.90,3.90,3.90,3.90,
S23,184449,2.34,5.85,2.34,2.34,
S23,206794,18.00,6.92,18.00,18.00,
S23,214897,25.74,9.90,25.74,23.69,
S23,215659,6.49,6.49,6.49,6.49,
S23,216795,8.39,8.39,8.39,8.39,
S23,222236,6.38,6.38,6.38,6.38,
S23,222904,8.38,8.38,8.38,8.38,
S23,264279,87.38,8.74,87.38,87.38,
S23,223768,8.33,8.33,8.33,8.33,
S23,225012,5.34,5.34,5.34,5.34,
S23,229645,8.75,8.75,8.75,8.75,
S23,233687,4.99,4.99,4.99,4.99,
S23,244269,5.63,5.63,5.63,5.63,
S23,244798,7.63,7.63,7.63,7.63,
S23,259859,3.83,10.94,3.83,3.65,
S23,261655,9.99,9.99,9.99,9.99,
S23,264198,8.56,8.56,8.56,8.56,
S23,265546,11.88,11.88,11.88,11.88,
S23,268202,18.38,18.38,18.38,18.38,
S23,270872,6.63,13.26,6.63,6.63,
S23,270969,7.81,7.81,7.81,7.81,
S23,270977,76.25,15.25,76.25,76.25,
S23,272040,4.54,15.13,4.54,,
S23,272041,6.00,20.00,6.00,,
S23,218112,48.54,48.54,48.54,48.54,
S23,84366,16.24,16.24,16.24,16.24,
S23,124935,7.49,7.49,7.49,7.49,
S23,178515,10.59,10.59,10.59,10.59,
S23,267672,10.25,20.50,10.25,10.25,
S23,267927,102.50,20.50,102.50,102.50,
S23,267673,19.38,19.38,19.38,19.38,
S23,270390,43.94,11.88,43.94,43.94,
S23,270676,16.75,8.38,16.75,16.75,
S23,161504,9.45,9.45,9.45,9.45,
S23,161507,9.99,9.99,9.99,9.99,
S23,173104,7.49,7.49,7.49,7.49,
S23,173109,6.24,6.24,6.24,6.24,
S23,173110,6.81,6.81,6.81,6.20,
S23,193127,9.45,9.45,9.45,9.45,
S23,202131,12.40,24.80,12.40,12.40,
S23,266619,124.00,24.80,124.00,124.00,
S23,225033,7.75,7.75,7.75,7.75,
S23,137476,8.66,8.66,8.66,8.66,
S23,137478,9.49,9.49,9.49,9.49,
S23,137479,10.31,10.31,10.31,9.38,
S23,137481,9.75,9.75,9.75,9.75,
S23,152866,10.25,10.25,10.25,10.25,
S23,264037,8.30,8.30,8.30,8.30,
S23,265559,10.50,10.50,10.50,10.50,
S23,265560,9.38,9.38,9.38,9.38,
S23,269967,10.25,10.25,10.25,10.25,
S23,116015,8.50,10.63,8.50,8.50,
S23,267345,51.00,10.63,51.00,51.00,
S23,84773,6.05,6.05,6.05,6.05,
S23,221865,3.01,6.02,3.01,3.01,
S23,266407,75.31,6.02,75.31,75.31,
S23,160903,24.95,9.60,24.95,29.99,
S23,147260,2.69,2.69,2.69,2.69,
S23,161886,2.49,7.78,2.49,2.49,
S23,260356,44.78,7.77,44.78,44.78,
S23,161971,2.69,2.69,2.69,2.69,
S23,180456,2.69,2.69,2.69,2.69,
S23,212361,18.81,2.69,18.81,18.81,
S23,254279,11.88,11.88,11.88,11.88,
S23,256945,4.06,10.15,3.88,3.88,
S23,262451,2.66,2.66,2.66,2.66,
S23,266719,1.19,3.97,1.19,1.19,
S23,270934,2.63,2.63,2.63,2.63,
S23,271544,9.38,9.38,9.38,,
S23,22781,5.99,5.99,5.99,5.99,
S23,70206,2.69,2.69,2.69,2.69,
S23,269118,6.63,13.26,6.63,6.63,
S23,269853,13.13,13.13,13.13,13.13,
S23,121970,3.99,9.07,3.99,3.99,
S23,260444,31.90,9.06,31.90,31.90,
S23,174045,19.24,19.24,19.24,19.24,
S23,197592,8.00,8.00,8.00,8.00,
S23,263562,3.50,8.75,3.50,3.50,
S23,263563,52.50,8.75,52.50,52.50,
S23,268180,5.19,17.30,5.19,5.19,
S23,12855,26.13,26.13,26.13,26.13,
S23,76057,11.94,11.94,11.94,11.94,
S23,76063,11.68,11.68,11.68,11.68,
S23,80337,29.20,29.20,29.20,29.20,
S23,126002,11.45,17.62,11.45,10.96,
S23,126003,10.99,16.91,10.99,10.99,
S23,160814,17.58,17.58,17.58,17.58,
S23,190683,7.13,25.93,7.13,7.13,
S23,260028,64.13,25.91,64.13,64.13,
S23,192460,13.74,13.74,13.74,13.74,
S23,202106,7.74,15.48,7.74,7.74,
S23,260064,77.38,15.48,77.38,77.38,
S23,202143,9.38,18.76,9.38,9.38,
S23,260065,93.75,18.75,93.75,93.75,
S23,203002,14.60,14.60,14.60,14.60,
S23,203005,17.63,17.63,17.63,16.03,
S23,205449,12.78,19.66,12.78,11.61,
S23,205814,12.49,12.49,12.49,12.49,
S23,215250,7.60,30.40,7.60,7.60,
S23,215274,6.94,34.70,6.94,6.94,
S23,215276,9.80,49.00,9.80,9.80,
S23,215277,8.76,29.20,8.76,8.76,
S23,215279,8.63,28.77,8.63,8.63,
S23,215280,7.96,39.80,7.96,7.96,
S23,227663,6.28,31.40,6.28,6.28,
S23,227665,7.63,30.52,7.63,7.63,
S23,229877,25.16,25.16,25.16,25.16,
S23,231653,19.99,19.99,19.99,19.99,
S23,235577,5.10,20.40,5.10,5.10,
S23,235579,4.74,18.96,4.74,4.74,
S23,238364,6.94,13.88,6.94,6.94,
S23,267480,83.25,13.88,83.25,83.25,
S23,238365,6.94,13.88,6.94,6.94,
S23,267481,83.25,13.88,83.25,83.25,
S23,251457,17.68,17.68,17.68,17.68,
S23,254422,14.99,14.99,14.99,14.99,
S23,258450,8.31,33.24,8.31,8.31,
S23,258451,7.26,36.30,7.26,7.26,
S23,262141,56.24,56.24,56.24,56.24,
S23,262143,57.49,57.49,57.49,57.49,
S23,262471,11.88,23.76,11.88,11.88,
S23,262777,14.93,14.93,14.93,14.93,
S23,262981,6.49,21.63,6.49,6.49,
S23,262982,6.49,21.63,6.49,6.49,
S23,262983,8.98,29.93,8.98,8.63,
S23,262985,11.98,19.97,11.98,11.98,
S23,263282,95.80,19.96,95.80,95.80,
S23,262986,11.98,19.97,11.98,11.98,
S23,264374,95.80,19.96,95.80,95.80,
S23,263117,4.61,34.15,4.61,4.61,
S23,263116,4.53,33.56,4.53,4.53,
S23,263925,8.29,27.63,8.29,8.29,
S23,264694,5.13,10.26,5.13,5.13,
S23,265234,11.98,19.97,11.98,11.98,
S23,267627,95.80,19.96,95.80,95.80,
S23,265549,17.49,17.49,17.49,17.49,
S23,265550,16.75,16.75,16.75,16.75,
S23,265640,3.30,33.00,3.30,3.00,
S23,265740,21.18,30.26,21.18,19.25,
S23,266996,6.55,21.83,6.55,6.49,
S23,268176,5.81,34.79,5.81,5.81,
S23,268177,5.81,34.79,5.81,5.81,
S23,268178,6.81,40.78,6.81,6.81,
S23,268179,6.81,40.78,6.81,6.81,
S23,268354,9.00,18.00,9.00,9.00,
S23,268355,9.00,18.00,9.00,9.00,
S23,269881,4.25,8.50,4.25,5.88,
S23,272037,9.55,23.88,9.55,,
S23,272036,9.55,23.88,9.55,,
S23,272038,9.55,23.88,9.55,,
S23,272039,9.55,23.88,9.55,,
S23,204742,9.99,24.98,9.99,9.99,
S23,260153,39.95,24.97,39.95,39.95,
S23,265554,39.99,39.99,33.63,33.63,
S23,270085,7.49,23.41,7.49,7.49,
S23,270086,7.49,23.41,7.49,7.49,
S23,270088,7.13,23.77,7.13,7.13,
S23,272247,6.00,12.00,6.00,,
