product_id,barcode,name,brand,category,unit,quantity
4528875,8006540909249,LENOR OCEAN 1200ML/ 48 PRANJA,,Sredstva za čišćenje,L  ,1200.000 ML 
4528883,8006540909294,LENOR CALENDULA 1200ML/48 PRANJA,,Sredstva za čišćenje,L  ,1200.000 ML 
4528891,8006540889862,LENOR SPRING AWAKENING 1600ML /64 PRANJA,,Sredstva za čišćenje,L  ,1600.000 ML 
4528905,8006540889817,LENOR SUMMER BREEZE 1600ML / 64 PRANJA,,Sredstva za čišćenje,L  ,1600.000 ML 
4528913,8006540889879,LENOR SENSITIVE 1600ML / 64 PRANJA,,Sredstva za čišćenje,L  ,1600.000 ML 
4529235,5902841453197,VIGO VREĆICA ZA PRIJENOS SMRZNUTE ROBE 47 X 50 CM,,Proizvodi za kućanstvo,KOM,1 KOM
4530012,8006540922859,LENOR ORHID 2X925ML,,Sredstva za čišćenje,L  ,1.850 L  
4530225,5900259127754,LAYS MAXX SIR I LUK 120G,,Hrana,KG ,120.000 GR 
4530233,5900259128409,LAYS VRHNJE I LUK 130G,,Hrana,KG ,130.000 GR 
4530241,5900259128898,LAYS GREEN ONION 130G,,Hrana,KG ,130.000 GR 
4530551,7613038158884,NESCAFE 3U1 STRONG 14G,,Hrana,KG ,14.000 GR 
4530683,8600114010852,JAFFA KOLAČ DONUT CHOCO CREAM 75G,,Hrana,KG ,75.000 GR 
4531302,3838945029254,FRUCTAL CL.PIĆE BOROVNICA 1L,,Piće,L  ,1.000 L  
4531310,3838945501248,"FRUCTAL PIĆE MULTIVITAMIN 0,5L PET",,Piće,L  ,0.500 L  
4531329,3838945031547,"FRUCTAL PIĆE NARANČA 0,5L PET",,Piće,KG ,0.500 GR 
4531337,3838945040990,FRUCTAL JUNIOR NEK.JAGODA 200ML,,Piće,L  ,200.000 ML 
4531345,3838945040969,FRUCTAL JUNIOR NEK.JABUKA 200ML,,Piće,L  ,200.000 ML 
4531353,9002975331579,HARIBO BOMBONI MIX FIZZ 100G,,Hrana,KG ,100.000 GR 
4531361,9002975331593,HARIBO BOMBONI HAPPY COLA FIZZ 100G,,Hrana,KG ,100.000 GR 
4531370,5900020042255,NESQUIK ŽITNE LOPTICE ČOKOLADA 225G,,Hrana,KG ,225.000 GR 
4531388,8445290728791,NESTLE KIT KAT FR 330G,,Hrana,KG ,330.000 GR 
4531400,4018077005589,CRUNCHIPS PAPRIKA 130G,,Hrana,KG ,130.000 GR 
4531418,4018077005565,CRUNCHIPS SLANI 130G,,Hrana,KG ,130.000 GR 
4531434,4018077006654,FLIPS CURLY CLASSIC 120G,,Hrana,KG ,120.000 GR 
4531442,3800233091182,B.YOND KREKER OD RIŽE SA SJEMENKAMA 100G,,Hrana,KG ,100.000 GR 
4531450,3800233091168,B.YOND ČIPS OD RIŽE CHEDDAR SIR I CHUTNEY 60G,,Hrana,KG ,60.000 GR 
4531469,5999571050659,HELL ENERGY DRINK ZERO CRVENI RIBIZL-GREJP 250ML,,Piće,L  ,250.000 ML 
4531590,3856020262617,EVA SARDINA S LIMUNOM 100G (30),,Hrana,KG ,100.000 GR 
4531914,8445290749413,NESCAFE 3U1 STRONG 140G,,Hrana,KG ,140.000 GR 
4532325,3858892725344,"PAŠTETA PILEĆA CLASSIC 3X100G XXL,GAVRILOVIĆ",,Hrana,KG ,300.000 GR 
4532740,3856016906600,"REZANCI ZA JUHU 500G (24),KLARA",,Hrana,KG ,500.000 GR 
4533275,3856020262679,EVA SARDINA PIKANT 100G (30),,Hrana,KG ,100.000 GR 
4533283,2000045332836,"VIKEND KRUH 650G PAK.,PEKOM",,Hrana,KG ,650.000 GR 
4533330,8445290502353,NESCAFE GOLD CREAM 95G,NESTLE,Hrana,KG ,95.000 GR 
4533372,3858890878615,"TOCO MULTIVITAMIN 1,5L (6) JAMNICA",,Piće,L  ,1.500 ML 
4533380,3858890878790,"TOCO NARANČA MRKVA NEKTARINA 1,5L (6) JAMNICA",,Piće,L  ,1.500 L  
4533399,3858890878974,"TOCO CRV.NARANČA AVOKADO CIKLA 1,5L (6) JAMNICA",,Piće,L  ,1.500 L  
4533402,3858890878646,"TOCO MULTIVITAMIN 0,5L (6)JAMNICA",,Piće,L  ,0.500 L  
4533429,3858890879001,"TOCO CRV.NARANČA AVOKADO CIKLA 0,5(6) JAMNICA",,Piće,L  ,0.500 L  
4534719,3858894590063,EVERYDAYS KETCHUP BLAGI 500G (12),,Hrana,KG ,500.000 GR 
4534727,3858894590070,EVERYDAYS KETCHUP BLAGI 1KG (6),,Hrana,KG ,1.000 KG 
4534735,3858890570946,FRESH DAY OSVJEŽIVAČ LAVANDA 300ML (24),,Sredstva za čišćenje,L  ,300.000 ML 
4534751,3858890977967,"JUICY LEDENI ČAJ ŠUMSKO VOĆE 1,5L ,",,Piće,L  ,1.500 L  
4534760,3858890978308,"JUICY LEDENI ČAJ LIMUN 1,5L",,Piće,L  ,1.500 L  
4534778,3830065023167,"PEPSI COLA 0,25L LIMENKA",,Piće,L  ,0.250 L  
4534867,8445290503565,NESCAFE GOLD CREMA 190G,,Hrana,KG ,196.000 GR 
4535049,3831070659952,"CALENDULA HIDR.KREMA 50ML,AFRODITA",,Kozmetika,L  ,50.000 ML 
