store_id,type,address,city,zipcode
P220,supermarket,Hum Na Sutli 185,Hum Na Sutli,
P060,supermarket,Bana Josipa Jelacica 139,Zapresic,
P195,supermarket,Varazdinska 2A,Zlatar,
P120,supermarket,Vl Nazora 58,Sv Ivan Zelina,
P080,supermarket,103 Brigade 8,Zabok,
P100,supermarket,Vrankovec,Sv Kriz Zacretje,
